Nome,Link,Price,Discount
Escape Drag Star 650cc 2 Fúria Lateral Torbal Ate 2005,https://produto.mercadolivre.com.br/MLB-3181529254-escape-drag-star-650cc-2-furia-lateral-torbal-ate-2005-_JM#position=17&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,2.016,0
Escape Drag Star 650 2006/2008 Corte Lateral Torbal Completo,https://produto.mercadolivre.com.br/MLB-3186054999-escape-drag-star-650-20062008-corte-lateral-torbal-completo-_JM#position=18&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,2.046,0
Teclado Notebook Acer Aspire Es15 Es1-572-3562 Abnt2 Com Ç,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=AWqgC0LTHA4rLQQDIDhRVVwSQWZaVrZudD6qgIhVRaXBfL9RvkuCX1hZ4mJQb2vM%2FD0%2FNjw9VLeaITCUDX99pUoyuQnBTwh6fvE%2FE9KR9uEsXLakRHtjeMBidfDGdMHL8p7e0ObAjbhSYL%2FG6f8DZM9JA5SdgFiyH%2BZ%2B%2BPh1xHbtmovi5R4EF9i8JWXRsx24LTF2Q4k1GXWY%2FYXk%2B93O5DZgctQC1ssHk%2Fqn413LvO7%2FyHjfxfyzkDkLJRlt3k2C0NU9Ixpxb6llcBkxBmY%2BHjMsDhufsnCY1CRdiYAxWUS0yB8jxWUqkHMo19XmVw%2BxsaUBMraJta62dfsg6pKPj8wONArIyZalvsg2BEpx9mJ6fUB2eSG%2FMzqkXSnK54wbg5fs4CGPNAktwsQjuBEKorOMtqreMXh3qCWjrOpUdarTKtOrh5bcrvDs9L2rFjNTYb0PYOPTUrx3kFPTM7pG5r4WY1PlU3r4yABfSYXPtcuCAq6Mu%2FkoRpADWZO0M2KZSEUNLDHXP0SOH8X%2Fp%2FBUELxAV%2Fm3AR15rnQJfcOIVORmydJPpUWHsltO7ucdNij6aPn2EAsynn4%2F5bDOIysFp%2B5JzNkW%2BAfyOT%2FyIoE8DgGG6ZWCgkwxdbRT1DQC8cgkQUQkCwPBNkb%2B5EZoWLNkshDA3q3gHHzr5Oyb2t9NuACbXsv6mUVv8hKDc%2Bhqy9olsNyxsBb1sUNW53YiN1E%2B4jL3aa2JTfAsXdGR&e=mclics%2Fgtins%2B17000%2Cmclics%2Fadvertising-results-augmenter-on%2B15098%2Cmclics%2Flax-top-domain%2B23442%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263&rb=x,83,20% OFF
Kit Weber 40 C10 C14 C15 6 Cil Gasolina 261 Ou 4300 Cc,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kGAOmaE34FptZ0jRuKHf2vhdTlDkAWvG%2B8OVBYlTptxGuprbfEYbyC%2FWmoljkIF6O6I6cNx2Qv%2FMDnPby6VzHz333JPzPO0CTKXXWtzL3XMhGKe39JySo%2FbxkX4voke8RnVKqarg3ssaCiTXYAXRmfWt%2BZobk%2B4f3x8KXtHHsrwLVKE%2BDVOryZgZsBSj%2BNUXDYB4Xewo9S6HsoWvfldGXiFodBp2vzhpsrvytCc3Wam27TRVNFdM3k7ZKGgMRKYnAgNp8kVrjVM7Z6v%2FyocqcFfzT3JwCSFL6EvRGPZBGWi2C%2F3jQovTb1m1ouxONNERPFkLoUvfZm7OXhNpYjyLOcxem00dFTdbTNho2DIuODKcPTLbFnBC2858hfLB5%2B9leQKTcymFHG1Fee5tgFP%2FFGKc%2B4fFv54NfcMLF%2F6SVa290cvm4vsiakrTQWbjoFV3xfC7Z%2Btcv2ELxKz76YwC4XvLZIP6eWgCqC0L6V5JmIQirlzSWC6fpWxAuPn0hYgOxOBMHR25qFNLddBwWRuejs%2FQhRrf7s8SYUCbdwASKHbEqQjdhGQq5Ixr7IJKPF3PV%2BYVQycX%2FOvvk5%2FkPGmWoEMvCphcP7NUe0q0S8f3FRJe84X7R0RhVPdxC3ut7gojPY2WzquNdfthNmPVpIX0N7IemDFP0zTWsIvlkL%2Fo8nn8kxTbfZek%2FTVWCbYHwkMOiXP9oYptLMCulqX7U74GQoL4rlPf&e=mclics%2Fgtins%2B17000%2Cmclics%2Fadvertising-results-augmenter-on%2B15098%2Cmclics%2Flax-top-domain%2B23442%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263&rb=x,2.429,0
Escape Drag Star 650cc 2 Fúria Lateral Torbal Ate 2005,https://produto.mercadolivre.com.br/MLB-3186080217-escape-drag-star-650cc-2-furia-lateral-torbal-ate-2005-_JM#position=21&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,2.048,0
Raios Aro Dianteiro Drag Star 650 (kit C/ 3 Unid.),https://produto.mercadolivre.com.br/MLB-3337365982-raios-aro-dianteiro-drag-star-650-kit-c-3-unid-_JM#position=22&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,90,0
Noneca - Calcinha Aquendar Cirré - Trans Cds Travs Drags,https://produto.mercadolivre.com.br/MLB-1101023051-noneca-calcinha-aquendar-cirre-trans-cds-travs-drags-_JM#position=23&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,47,0
Bota Coturno Couro Acero Tiger Pro Militar Airsoft Palm Gel,https://produto.mercadolivre.com.br/MLB-994154667-bota-coturno-couro-acero-tiger-pro-militar-airsoft-palm-gel-_JM#position=24&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,399,0
Fonte Para Acer Aspire 3 A315-51 A315-53 19v 237a 45w Novo,https://produto.mercadolivre.com.br/MLB-1526156298-fonte-para-acer-aspire-3-a315-51-a315-53-19v-237a-45w-novo-_JM#position=25&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,59,6% OFF
Teclado Notebook Acer Aspire 5 A515-51 A515-51-51ux Br Com Ç,https://produto.mercadolivre.com.br/MLB-1262853345-teclado-notebook-acer-aspire-5-a515-51-a515-51-51ux-br-com-c-_JM#position=26&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,80,19% OFF
Tela 156 Slim 30 Pinos Fosca Nt156whm-n44 V08.0 B156xtn06.1,https://produto.mercadolivre.com.br/MLB-1477014279-tela-156-slim-30-pinos-fosca-nt156whm-n44-v080-b156xtn061-_JM#position=27&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,335,0
Fonte Carregador Notebook Acer E1-572-6_br648 F15 F5-573 65w,https://produto.mercadolivre.com.br/MLB-1551009757-fonte-carregador-notebook-acer-e1-572-6br648-f15-f5-573-65w-_JM#position=28&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,79,0
Teclado Para Notebook Acer Aspire Es1-572 Séries N16c1 Novo,https://produto.mercadolivre.com.br/MLB-1433313837-teclado-para-notebook-acer-aspire-es1-572-series-n16c1-novo-_JM#position=29&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,81,14% OFF
Junta Tampa Esquerda Estator Dragstar Drag Star Xvs 650,https://produto.mercadolivre.com.br/MLB-1211527749-junta-tampa-esquerda-estator-dragstar-drag-star-xvs-650-_JM#position=30&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,29,0
Junta Tampa Esquerda Estator Yamaha Virago Xvs 535,https://produto.mercadolivre.com.br/MLB-1351761896-junta-tampa-esquerda-estator-yamaha-virago-xvs-535-_JM#position=31&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,28,0
Tampa Cover Acer A515-51 15.6 Ap20x000121p73 Novo Cinza - Original,https://produto.mercadolivre.com.br/MLB-1297795469-tampa-cover-acer-a515-51-156-ap20x000121p73-novo-cinza-original-_JM#position=32&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,179,0
Tela 15.6 Led Slim 30 Pinos Acer Aspire E1-572 E1-532 Nova,https://produto.mercadolivre.com.br/MLB-718175021-tela-156-led-slim-30-pinos-acer-aspire-e1-572-e1-532-nova-_JM#position=33&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,344,0
Bomba Combustivel Gasolina Yamaha Drag Star 650 1999 À 2008,https://produto.mercadolivre.com.br/MLB-1210054590-bomba-combustivel-gasolina-yamaha-drag-star-650-1999-2008-_JM#position=34&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,129,0
Cassete K7 Shimano Hg41 8v 11/32 Acera Claris Alivio Speed,https://produto.mercadolivre.com.br/MLB-1029337843-cassete-k7-shimano-hg41-8v-1132-acera-claris-alivio-speed-_JM#position=35&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,122,16% OFF
Roldana Câmbio Shimano M430 Acera Alivio Deore Todos 9v 10v,https://produto.mercadolivre.com.br/MLB-1354754925-roldana-cmbio-shimano-m430-acera-alivio-deore-todos-9v-10v-_JM#position=36&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,43,17% OFF
Pastilha Freio Dianteiro Xvs 650 Drag Star 2000-2007 Potenza,https://produto.mercadolivre.com.br/MLB-1025050145-pastilha-freio-dianteiro-xvs-650-drag-star-2000-2007-potenza-_JM#position=37&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,129,0
Teclado Para Notebook Acer Aspire Es1-572 Séries N16c1 Novo,https://produto.mercadolivre.com.br/MLB-1433313806-teclado-para-notebook-acer-aspire-es1-572-series-n16c1-novo-_JM#position=38&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,58,22% OFF
Ventilador Axial Exaustor Ind 40cm 220v Premium Ventisol,https://produto.mercadolivre.com.br/MLB-997567198-ventilador-axial-exaustor-ind-40cm-220v-premium-ventisol-_JM#position=39&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,275,11% OFF
Harley Davidson | Par Lentes Seta 68973-00 Sporster 883,https://produto.mercadolivre.com.br/MLB-1048117114-harley-davidson-par-lentes-seta-68973-00-sporster-883-_JM#position=40&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,44,7% OFF
Suporte Placa Lateral Virago 250 535 Drag Star Xvs 950 Xv,https://produto.mercadolivre.com.br/MLB-1189475431-suporte-placa-lateral-virago-250-535-drag-star-xvs-950-xv-_JM#position=41&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,125,0
Teclado P/ Acer Aspire E15 E5-571-51af E5-571-32eg Br Com Ç,https://produto.mercadolivre.com.br/MLB-794178389-teclado-p-acer-aspire-e15-e5-571-51af-e5-571-32eg-br-com-c-_JM#position=42&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,81,18% OFF
Capa Case Maleta Para Notebook Dell / Sansung / Acer - Preto,https://produto.mercadolivre.com.br/MLB-1397108017-capa-case-maleta-para-notebook-dell-sansung-acer-preto-_JM#position=43&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,32,0
Estator Drag Star 650 Xvs ( 97-04 ) Wortech + 1 Ano Garantia,https://produto.mercadolivre.com.br/MLB-1014907964-estator-drag-star-650-xvs-97-04-wortech-1-ano-garantia-_JM#position=44&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,526,0
Teclado Notebook Acer Aspire 3 A315-53-52zz Novo Abnt2 Com Ç,https://produto.mercadolivre.com.br/MLB-1553079003-teclado-notebook-acer-aspire-3-a315-53-52zz-novo-abnt2-com-c-_JM#position=45&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,81,24% OFF
Teclado Notebook Acer Aspire Es15 Es1-572-3562 Abnt2 Com Ç,https://produto.mercadolivre.com.br/MLB-1247346919-teclado-notebook-acer-aspire-es15-es1-572-3562-abnt2-com-c-_JM#position=46&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,83,20% OFF
Bomba Combustivel Xvs Drag Star V Star 650 Virago Xv535,https://produto.mercadolivre.com.br/MLB-1210796534-bomba-combustivel-xvs-drag-star-v-star-650-virago-xv535-_JM#position=47&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,127,0
Válvula Line Lock Solenóide Trava De Freio Drag Race Turbo,https://produto.mercadolivre.com.br/MLB-938463210-valvula-line-lock-solenoide-trava-de-freio-drag-race-turbo-_JM#position=48&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,499,0
Teclado Acer Aspire E1-521 E1-531 E1-571 Original Br Com Ç,https://produto.mercadolivre.com.br/MLB-1147739391-teclado-acer-aspire-e1-521-e1-531-e1-571-original-br-com-c-_JM#position=49&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,49,0
Cassete K7 Shimano Altus Hg201 11/36 9v M2000 Acera Alívio,https://produto.mercadolivre.com.br/MLB-1355971135-cassete-k7-shimano-altus-hg201-1136-9v-m2000-acera-alivio-_JM#position=50&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,179,16% OFF
Coletor Admissão Drago Opala 6cc Weber Idf 40/44 C/ Aquecime,https://produto.mercadolivre.com.br/MLB-961733232-coletor-admisso-drago-opala-6cc-weber-idf-4044-c-aquecime-_JM#position=51&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,989,0
Molinete Rapala Long Beach 8000 7rol. Drag 15kg Peso-550gr,https://produto.mercadolivre.com.br/MLB-1522922342-molinete-rapala-long-beach-8000-7rol-drag-15kg-peso-550gr-_JM#position=52&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,690,0
Cassete K7 Shimano Altus Hg31 11-32 8v Acera Claris Speed,https://produto.mercadolivre.com.br/MLB-1071949566-cassete-k7-shimano-altus-hg31-11-32-8v-acera-claris-speed-_JM#position=53&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,115,13% OFF
Fonte Carregador Para Acer Aspire Pa-1650-86 - 19v 3.42a,https://produto.mercadolivre.com.br/MLB-1399095243-fonte-carregador-para-acer-aspire-pa-1650-86-19v-342a-_JM#position=54&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,48,14% OFF
Kit Coletor Admissão Drago Opala 6cc Weber Idf 40 +acionamen,https://produto.mercadolivre.com.br/MLB-1197365035-kit-coletor-admisso-drago-opala-6cc-weber-idf-40-acionamen-_JM#position=55&search_layout=stack&type=item&tracking_id=1aee6fb6-daf4-47c6-920e-50a48bc2d153,2.840,0
Teclado Para Notebook Acer Aspire Es1-572 Séries N16c1 Novo,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=yxWMgcclaoHnYwDkuxm30glix8J2ldmovCd%2Bg2%2FEiEo7vO66YcXQ8GjPIWvdNTBGhJ2yP1fVZVOuAzeHbAsNpsuuDD%2BIHWe%2FdxXmnixWxUtMKmMeo%2B%2FoaCn6M26o8fzlw5N0PfTowQtKwsQig1BJ8%2FHLYwCYaPFB6eo%2BHWBGSNa5sj613l12BLdr1mO4NTfbfIib2av%2F8i%2Bf1ulU%2FKkLRtSBZEtbRD%2FsviS3up%2F7YimZMds9v2ezUHkcTbyW9Y8pM%2F%2FAg1V7d6VgGUDowFCFJgW7BN0HcKN8CeLutjnz5LwI8%2BFOk6TzWu%2BLNyDGEGU4g1MFH%2BxFGTqfYn%2BBHVaBiNn4lHLfHRt3tkR9%2FUqe8GBOweK3Nt2u5cGggCHN%2FIimRt85fetiP5VuHj0vkkwM%2FQs9I3LzmhQeTnFk%2BUL%2Bs8PbCiDbHeEAap8hGGPj9eZuBgPOnSv4sKdb4u%2BBPRCoSKsaOOvsdz9IbHNwaP9b6%2FFeAgOkHhL80tY84bumb55%2B4y3L80lUobOpYi0TXXSR1f6jwCP%2B2BbUXdgcsYgxOeK8u4ApPABEqLne8jVlg6J%2BTFvMvGpyQM7dfPXG%2FAwG9UDJ1gwL6aYcFVqTWGHBOhnjbaR%2B%2BWm9lRQV68%2FMO%2FOy8tF20f781C5xyoZmEyrywu%2F3q9R1xm0sFQZnuOUPrZRydyts11cVn9ujCO9l3zp0d9R%2BCKgBNqHIPbsf77kAjgaw%2F2hF6ow8zSNeuA%3D%3D&e=mclics%2Fadvertising-results-augmenter-on%2B15098%2Cmclics%2Fgtins%2B17000%2Cmclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Flax-top-domain%2B23442%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Frolling-layout%2B20432%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263&rb=x,81,14% OFF
